doc_id,line_no,posting_date,account,debit,credit,currency,partner_id
PL01-2024-000039,2,2024-03-16,1200 ,0.00,28823.03,PLN,C009
PL01-2024-000040,1,2024-01-01,1200 ,6383.81,0.00,PLN,C010
PL01-2024-000040,2,2024-01-01,4000 ,0.00,5580.84,PLN,C010
PL01-2024-000040,3,2024-01-01,4100 ,0.00,802.97,PLN,C010
PL01-2024-000041,1,2024-02-19,1000 ,6383.81,0.00,PLN,C010
PL01-2024-000041,2,2024-02-19,1200 ,0.00,6383.81,PLN,C010
PL01-2024-000042,1,2024-01-08,1200 ,30121.98,0.00,PLN,C019
PL01-2024-000042,2,2024-01-08,4000 ,0.00,26333.18,PLN,C019
PL01-2024-000042,3,2024-01-08,4100 ,0.00,3788.80,PLN,C019
PL01-2024-000043,1,2024-02-27,1000 ,30121.98,0.00,PLN,C019
PL01-2024-000043,2,2024-02-27,1200 ,0.00,30121.98,PLN,C019
PL01-2024-000044,1,2024-01-01,1200 ,16070.24,0.00,PLN,C007
PL01-2024-000044,2,2024-01-01,4000 ,0.00,14048.89,PLN,C007
PL01-2024-000044,3,2024-01-01,4100 ,0.00,2021.35,PLN,C007
PL01-2024-000045,1,2024-03-12,1000 ,16070.24,0.00,PLN,C007
PL01-2024-000045,2,2024-03-12,1200 ,0.00,16070.24,PLN,C007
PL01-2024-000046,1,2024-01-30,1200 ,38523.47,0.00,PLN,C031
PL01-2024-000046,2,2024-01-30,4000 ,0.00,33677.91,PLN,C031
PL01-2024-000046,3,2024-01-30,4100 ,0.00,4845.56,PLN,C031
PL01-2024-000047,1,2024-03-08,1000 ,38523.47,0.00,PLN,C031
PL01-2024-000047,2,2024-03-08,1200 ,0.00,38523.47,PLN,C031
PL01-2024-000048,1,2024-01-23,1200 ,12209.63,0.00,PLN,C034
PL01-2024-000048,2,2024-01-23,4000 ,0.00,10673.88,PLN,C034
PL01-2024-000048,3,2024-01-23,4100 ,0.00,1535.75,PLN,C034
PL01-2024-000049,1,2024-03-05,1000 ,12209.63,0.00,PLN,C034
PL01-2024-000049,2,2024-03-05,1200 ,0.00,12209.63,PLN,C034
PL01-2024-000050,1,2024-01-14,1200 ,8308.82,0.00,PLN,C032
PL01-2024-000050,2,2024-01-14,4000 ,0.00,7263.72,PLN,C032
PL01-2024-000050,3,2024-01-14,4100 ,0.00,1045.10,PLN,C032
PL01-2024-000051,1,2024-02-25,1000 ,8308.82,0.00,PLN,C032
PL01-2024-000051,2,2024-02-25,1200 ,0.00,8308.82,PLN,C032
PL01-2024-000052,1,2024-01-23,1200 ,28408.72,0.00,PLN,C009
PL01-2024-000052,2,2024-01-23,4000 ,0.00,24835.42,PLN,C009
PL01-2024-000052,3,2024-01-23,4100 ,0.00,3573.30,PLN,C009
PL01-2024-000053,1,2024-02-19,1000 ,28408.72,0.00,PLN,C009
PL01-2024-000053,2,2024-02-19,1200 ,0.00,28408.72,PLN,C009
PL01-2024-000054,1,2024-01-17,1200 ,38471.36,0.00,PLN,C001
PL01-2024-000054,2,2024-01-17,4000 ,0.00,33632.36,PLN,C001
PL01-2024-000054,3,2024-01-17,4100 ,0.00,4839.00,PLN,C001
PL01-2024-000055,1,2024-05-03,1000 ,38471.36,0.00,PLN,C001
PL01-2024-000055,2,2024-05-03,1200 ,0.00,38471.36,PLN,C001
PL01-2024-000056,1,2024-01-05,1200 ,11590.61,0.00,PLN,C021
PL01-2024-000056,2,2024-01-05,4000 ,0.00,10132.72,PLN,C021
PL01-2024-000056,3,2024-01-05,4100 ,0.00,1457.89,PLN,C021
PL01-2024-000057,1,2024-02-23,1000 ,11590.61,0.00,PLN,C021
PL01-2024-000057,2,2024-02-23,1200 ,0.00,11590.61,PLN,C021
PL01-2024-000058,1,2024-01-18,1200 ,31762.92,0.00,PLN,C016
PL01-2024-000058,2,2024-01-18,4000 ,0.00,27767.72,PLN,C016
PL01-2024-000058,3,2024-01-18,4100 ,0.00,3995.20,PLN,C016
PL01-2024-000059,1,2024-03-30,1000 ,31762.92,0.00,PLN,C016
PL01-2024-000059,2,2024-03-30,1200 ,0.00,31762.92,PLN,C016
PL01-2024-000060,1,2024-01-29,1200 ,16658.87,0.00,PLN,C026
PL01-2024-000060,2,2024-01-29,4000 ,0.00,14563.48,PLN,C026
PL01-2024-000060,3,2024-01-29,4100 ,0.00,2095.39,PLN,C026
PL01-2024-000061,1,2024-03-21,1000 ,16658.87,0.00,PLN,C026
PL01-2024-000061,2,2024-03-21,1200 ,0.00,16658.87,PLN,C026
PL01-2024-000062,1,2024-01-22,1200 ,5098.59,0.00,PLN,C039
PL01-2024-000062,2,2024-01-22,4000 ,0.00,4457.28,PLN,C039
PL01-2024-000062,3,2024-01-22,4100 ,0.00,641.31,PLN,C039
PL01-2024-000063,1,2024-03-15,1000 ,5098.59,0.00,PLN,C039
PL01-2024-000063,2,2024-03-15,1200 ,0.00,5098.59,PLN,C039
PL01-2024-000064,1,2024-01-05,1200 ,53538.11,0.00,PLN,C017
PL01-2024-000064,2,2024-01-05,4000 ,0.00,46803.98,PLN,C017
PL01-2024-000064,3,2024-01-05,4100 ,0.00,6734.13,PLN,C017
PL01-2024-000065,1,2024-02-28,1000 ,53538.11,0.00,PLN,C017
PL01-2024-000065,2,2024-02-28,1200 ,0.00,53538.11,PLN,C017
PL01-2024-000066,1,2024-01-13,1200 ,20353.52,0.00,PLN,C019
PL01-2024-000066,2,2024-01-13,4000 ,0.00,17793.41,PLN,C019
PL01-2024-000066,3,2024-01-13,4100 ,0.00,2560.11,PLN,C019
PL01-2024-000067,1,2024-03-09,1000 ,20353.52,0.00,PLN,C019
PL01-2024-000067,2,2024-03-09,1200 ,0.00,20353.52,PLN,C019
PL01-2024-000068,1,2024-01-21,1200 ,5775.33,0.00,PLN,C003
PL01-2024-000068,2,2024-01-21,4000 ,0.00,5048.90,PLN,C003
PL01-2024-000068,3,2024-01-21,4100 ,0.00,726.43,PLN,C003
PL01-2024-000069,1,2024-03-13,1000 ,5775.33,0.00,PLN,C003
PL01-2024-000069,2,2024-03-13,1200 ,0.00,5775.33,PLN,C003
PL01-2024-000070,1,2024-01-14,1200 ,11003.26,0.00,PLN,C023
PL01-2024-000070,2,2024-01-14,4000 ,0.00,9619.25,PLN,C023
PL01-2024-000070,3,2024-01-14,4100 ,0.00,1384.01,PLN,C023
PL01-2024-000071,1,2024-02-28,1000 ,11003.26,0.00,PLN,C023
PL01-2024-000071,2,2024-02-28,1200 ,0.00,11003.26,PLN,C023
PL01-2024-000072,1,2024-01-03,1200 ,35751.19,0.00,PLN,C040
PL01-2024-000072,2,2024-01-03,4000 ,0.00,31254.34,PLN,C040
PL01-2024-000072,3,2024-01-03,4100 ,0.00,4496.85,PLN,C040
PL01-2024-000073,1,2024-02-16,1000 ,35751.19,0.00,PLN,C040
PL01-2024-000073,2,2024-02-16,1200 ,0.00,35751.19,PLN,C040
PL01-2024-000074,1,2024-01-24,1200 ,1424.51,0.00,PLN,C032
PL01-2024-000074,2,2024-01-24,4000 ,0.00,1245.33,PLN,C032
PL01-2024-000074,3,2024-01-24,4100 ,0.00,179.18,PLN,C032
PL01-2024-000075,1,2024-05-17,1000 ,1424.51,0.00,PLN,C032
PL01-2024-000075,2,2024-05-17,1200 ,0.00,1424.51,PLN,C032
PL01-2024-000076,1,2024-01-04,1200 ,36944.51,0.00,PLN,C024
PL01-2024-000076,2,2024-01-04,4000 ,0.00,32297.56,PLN,C024
PL01-2024-000076,3,2024-01-04,4100 ,0.00,4646.95,PLN,C024
PL01-2024-000077,1,2024-02-16,1000 ,36944.51,0.00,PLN,C024
PL01-2024-000077,2,2024-02-16,1200 ,0.00,36944.51,PLN,C024
PL01-2024-000078,1,2024-01-11,1200 ,7291.28,0.00,PLN,C014
PL01-2024-000078,2,2024-01-11,4000 ,0.00,6374.17,PLN,C014
PL01-2024-000078,3,2024-01-11,4100 ,0.00,917.11,PLN,C014
PL01-2024-000079,1,2024-02-29,1000 ,7291.28,0.00,PLN,C014
PL01-2024-000079,2,2024-02-29,1200 ,0.00,7291.28,PLN,C014
PL01-2024-000080,1,2024-01-30,1200 ,6888.04,0.00,PLN,C027
PL01-2024-000080,2,2024-01-30,4000 ,0.00,6021.65,PLN,C027
PL01-2024-000080,3,2024-01-30,4100 ,0.00,866.39,PLN,C027
PL01-2024-000081,1,2024-04-03,1000 ,6888.04,0.00,PLN,C027
PL01-2024-000081,2,2024-04-03,1200 ,0.00,6888.04,PLN,C027
PL01-2024-000082,1,2024-01-07,1200 ,4682.51,0.00,PLN,C007
PL01-2024-000082,2,2024-01-07,4000 ,0.00,4093.53,PLN,C007
PL01-2024-000082,3,2024-01-07,4100 ,0.00,588.98,PLN,C007
PL01-2024-000083,1,2024-02-22,1000 ,4682.51,0.00,PLN,C007
PL01-2024-000083,2,2024-02-22,1200 ,0.00,4682.51,PLN,C007
PL01-2024-000084,1,2024-01-25,1200 ,17915.39,0.00,PLN,C012
PL01-2024-000084,2,2024-01-25,4000 ,0.00,15661.96,PLN,C012
PL01-2024-000084,3,2024-01-25,4100 ,0.00,2253.43,PLN,C012
PL01-2024-000085,1,2024-03-13,1000 ,17915.39,0.00,PLN,C012
PL01-2024-000085,2,2024-03-13,1200 ,0.00,17915.39,PLN,C012
PL01-2024-000086,1,2024-01-28,1200 ,2783.29,0.00,PLN,C024
PL01-2024-000086,2,2024-01-28,4000 ,0.00,2433.20,PLN,C024
PL01-2024-000086,3,2024-01-28,4100 ,0.00,350.09,PLN,C024
PL01-2024-000087,1,2024-03-26,1000 ,2783.29,0.00,PLN,C024
PL01-2024-000087,2,2024-03-26,1200 ,0.00,2783.29,PLN,C024
PL01-2024-000088,1,2024-01-19,1200 ,38118.21,0.00,PLN,C031
PL01-2024-000088,2,2024-01-19,4000 ,0.00,33323.63,PLN,C031
PL01-2024-000088,3,2024-01-19,4100 ,0.00,4794.58,PLN,C031
PL01-2024-000089,1,2024-03-01,1000 ,38118.21,0.00,PLN,C031
PL01-2024-000089,2,2024-03-01,1200 ,0.00,38118.21,PLN,C031
PL01-2024-000090,1,2024-01-22,1200 ,78462.11,0.00,PLN,C010
PL01-2024-000090,2,2024-01-22,4000 ,0.00,68592.99,PLN,C010
PL01-2024-000090,3,2024-01-22,4100 ,0.00,9869.12,PLN,C010
PL01-2024-000091,1,2024-02-27,1000 ,78462.11,0.00,PLN,C010
PL01-2024-000091,2,2024-02-27,1200 ,0.00,78462.11,PLN,C010
PL01-2024-000092,1,2024-01-01,1200 ,12806.18,0.00,PLN,C035
PL01-2024-000092,2,2024-01-01,4000 ,0.00,11195.39,PLN,C035
PL01-2024-000092,3,2024-01-01,4100 ,0.00,1610.79,PLN,C035
PL01-2024-000093,1,2024-02-07,1000 ,12806.18,0.00,PLN,C035
PL01-2024-000093,2,2024-02-07,1200 ,0.00,12806.18,PLN,C035
PL01-2024-000094,1,2024-01-31,1200 ,4816.78,0.00,PLN,C003
PL01-2024-000094,2,2024-01-31,4000 ,0.00,4210.92,PLN,C003
PL01-2024-000094,3,2024-01-31,4100 ,0.00,605.86,PLN,C003
PL01-2024-000095,1,2024-02-29,1000 ,4816.78,0.00,PLN,C003
PL01-2024-000095,2,2024-02-29,1200 ,0.00,4816.78,PLN,C003
PL01-2024-000096,1,2024-01-25,1200 ,21244.03,0.00,PLN,C032
PL01-2024-000096,2,2024-01-25,4000 ,0.00,18571.91,PLN,C032
PL01-2024-000096,3,2024-01-25,4100 ,0.00,2672.12,PLN,C032
PL01-2024-000097,1,2024-03-26,1000 ,21244.03,0.00,PLN,C032
PL01-2024-000097,2,2024-03-26,1200 ,0.00,21244.03,PLN,C032
PL01-2024-000098,1,2024-01-20,1200 ,552919.20,0.00,PLN,C027
PL01-2024-000098,2,2024-01-20,4000 ,0.00,483371.95,PLN,C027
PL01-2024-000098,3,2024-01-20,4100 ,0.00,69547.25,PLN,C027
PL01-2024-000099,1,2024-03-06,1000 ,552919.20,0.00,PLN,C027
PL01-2024-000099,2,2024-03-06,1200 ,0.00,552919.20,PLN,C027
PL01-2024-000100,1,2024-01-07,1200 ,35942.93,0.00,PLN,C001
PL01-2024-000100,2,2024-01-07,4000 ,0.00,31421.96,PLN,C001
PL01-2024-000100,3,2024-01-07,4100 ,0.00,4520.97,PLN,C001
PL01-2024-000101,1,2024-02-08,1000 ,35942.93,0.00,PLN,C001
PL01-2024-000101,2,2024-02-08,1200 ,0.00,35942.93,PLN,C001
PL01-2024-000102,1,2024-01-27,1200 ,15628.11,0.00,PLN,C008
PL01-2024-000102,2,2024-01-27,4000 ,0.00,13662.38,PLN,C008
PL01-2024-000102,3,2024-01-27,4100 ,0.00,1965.73,PLN,C008
PL01-2024-000103,1,2024-03-03,1000 ,15628.11,0.00,PLN,C008
PL01-2024-000103,2,2024-03-03,1200 ,0.00,15628.11,PLN,C008
PL01-2024-000104,1,2024-01-11,1300 ,381222.14,0.00,PLN,V010
PL01-2024-000104,2,2024-01-11,2100 ,0.00,381222.14,PLN,V010
PL01-2024-000105,1,2024-02-12,2100 ,381222.14,0.00,PLN,V010
PL01-2024-000105,2,2024-02-12,1000 ,0.00,381222.14,PLN,V010
PL01-2024-000106,1,2024-01-23,1300 ,63004.38,0.00,PLN,V007
PL01-2024-000106,2,2024-01-23,2100 ,0.00,63004.38,PLN,V007
PL01-2024-000107,1,2024-03-02,2100 ,63004.38,0.00,PLN,V007
PL01-2024-000107,2,2024-03-02,1000 ,0.00,63004.38,PLN,V007
PL01-2024-000108,1,2024-01-19,1300 ,318813.81,0.00,PLN,V003
PL01-2024-000108,2,2024-01-19,2100 ,0.00,318813.81,PLN,V003
PL01-2024-000109,1,2024-02-24,2100 ,318813.81,0.00,PLN,V003
PL01-2024-000109,2,2024-02-24,1000 ,0.00,318813.81,PLN,V003
PL01-2024-000110,1,2024-01-20,1300 ,40234.40,0.00,PLN,V016
PL01-2024-000110,2,2024-01-20,2100 ,0.00,40234.40,PLN,V016
PL01-2024-000111,1,2024-02-15,2100 ,40234.40,0.00,PLN,V016
PL01-2024-000111,2,2024-02-15,1000 ,0.00,40234.40,PLN,V016
PL01-2024-000112,1,2024-01-02,1300 ,112511.30,0.00,PLN,V013
PL01-2024-000112,2,2024-01-02,2100 ,0.00,112511.30,PLN,V013
PL01-2024-000113,1,2024-02-05,2100 ,112511.30,0.00,PLN,V013
PL01-2024-000113,2,2024-02-05,1000 ,0.00,112511.30,PLN,V013
PL01-2024-000114,1,2024-01-31,5000 ,853343.06,0.00,PLN,
PL01-2024-000114,2,2024-01-31,1300 ,0.00,853343.06,PLN,
PL01-2024-000115,1,2024-01-19,6100 ,66990.27,0.00,PLN,V049
PL01-2024-000115,2,2024-01-19,2100 ,0.00,66990.27,PLN,V049
PL01-2024-000116,1,2024-03-05,2100 ,66990.27,0.00,PLN,V049
PL01-2024-000116,2,2024-03-05,1000 ,0.00,66990.27,PLN,V049
PL01-2024-000117,1,2024-01-08,6200 ,63618.45,0.00,PLN,V036
PL01-2024-000117,2,2024-01-08,2100 ,0.00,63618.45,PLN,V036
PL01-2024-000118,1,2024-02-07,2100 ,63618.45,0.00,PLN,V036
PL01-2024-000118,2,2024-02-07,1000 ,0.00,63618.45,PLN,V036
PL01-2024-000119,1,2024-01-10,6300 ,24174.90,0.00,PLN,V033
PL01-2024-000119,2,2024-01-10,2100 ,0.00,24174.90,PLN,V033
PL01-2024-000120,1,2024-02-12,2100 ,24174.90,0.00,PLN,V033
PL01-2024-000120,2,2024-02-12,1000 ,0.00,24174.90,PLN,V033
PL01-2024-000121,1,2024-01-04,6400 ,48231.57,0.00,PLN,V030
PL01-2024-000121,2,2024-01-04,2100 ,0.00,48231.57,PLN,V030
PL01-2024-000122,1,2024-02-03,2100 ,48231.57,0.00,PLN,V030
PL01-2024-000122,2,2024-02-03,1000 ,0.00,48231.57,PLN,V030
PL01-2024-000123,1,2024-01-25,6000 ,684517.22,0.00,PLN,
PL01-2024-000123,2,2024-01-25,1000 ,0.00,684517.22,PLN,
PL01-2024-000124,1,2024-01-31,6900 ,42708.33,0.00,PLN,
PL01-2024-000124,2,2024-01-31,1590 ,0.00,42708.33,PLN,
PL01-2024-000125,1,2024-02-14,1200 ,21635.29,0.00,PLN,C008
PL01-2024-000125,2,2024-02-14,4000 ,0.00,18657.30,PLN,C008
PL01-2024-000125,3,2024-02-14,4100 ,0.00,2977.99,PLN,C008
PL01-2024-000126,1,2024-04-25,1000 ,21635.29,0.00,PLN,C008
PL01-2024-000126,2,2024-04-25,1200 ,0.00,21635.29,PLN,C008
PL01-2024-000127,1,2024-02-09,1200 ,20471.89,0.00,PLN,C008
PL01-2024-000127,2,2024-02-09,4000 ,0.00,17654.04,PLN,C008
PL01-2024-000127,3,2024-02-09,4100 ,0.00,2817.85,PLN,C008
PL01-2024-000128,1,2024-03-11,1000 ,20471.89,0.00,PLN,C008
PL01-2024-000128,2,2024-03-11,1200 ,0.00,20471.89,PLN,C008
PL01-2024-000129,1,2024-02-09,1200 ,21569.74,0.00,PLN,C028
PL01-2024-000129,2,2024-02-09,4000 ,0.00,18600.77,PLN,C028
PL01-2024-000129,3,2024-02-09,4100 ,0.00,2968.97,PLN,C028
PL01-2024-000130,1,2024-03-31,1000 ,21569.74,0.00,PLN,C028
PL01-2024-000130,2,2024-03-31,1200 ,0.00,21569.74,PLN,C028
PL01-2024-000131,1,2024-02-28,1200 ,11474.10,0.00,PLN,C033
PL01-2024-000131,2,2024-02-28,4000 ,0.00,9894.75,PLN,C033
PL01-2024-000131,3,2024-02-28,4100 ,0.00,1579.35,PLN,C033
PL01-2024-000132,1,2024-04-07,1000 ,11474.10,0.00,PLN,C033
PL01-2024-000132,2,2024-04-07,1200 ,0.00,11474.10,PLN,C033
PL01-2024-000133,1,2024-02-17,1200 ,33007.45,0.00,PLN,C007
PL01-2024-000133,2,2024-02-17,4000 ,0.00,28464.14,PLN,C007
PL01-2024-000133,3,2024-02-17,4100 ,0.00,4543.31,PLN,C007
PL01-2024-000134,1,2024-04-12,1000 ,33007.45,0.00,PLN,C007
PL01-2024-000134,2,2024-04-12,1200 ,0.00,33007.45,PLN,C007
PL01-2024-000135,1,2024-02-29,1200 ,23204.34,0.00,PLN,C010
PL01-2024-000135,2,2024-02-29,4000 ,0.00,20010.38,PLN,C010
PL01-2024-000135,3,2024-02-29,4100 ,0.00,3193.96,PLN,C010
PL01-2024-000136,1,2024-04-19,1000 ,23204.34,0.00,PLN,C010
PL01-2024-000136,2,2024-04-19,1200 ,0.00,23204.34,PLN,C010
PL01-2024-000137,1,2024-02-27,1200 ,13067.68,0.00,PLN,C005
PL01-2024-000137,2,2024-02-27,4000 ,0.00,11268.98,PLN,C005
PL01-2024-000137,3,2024-02-27,4100 ,0.00,1798.70,PLN,C005
PL01-2024-000138,1,2024-04-11,1000 ,13067.68,0.00,PLN,C005
PL01-2024-000138,2,2024-04-11,1200 ,0.00,13067.68,PLN,C005
PL01-2024-000139,1,2024-02-26,1200 ,17849.14,0.00,PLN,C018
PL01-2024-000139,2,2024-02-26,4000 ,0.00,15392.30,PLN,C018
PL01-2024-000139,3,2024-02-26,4100 ,0.00,2456.84,PLN,C018
PL01-2024-000140,1,2024-03-26,1000 ,17849.14,0.00,PLN,C018
PL01-2024-000140,2,2024-03-26,1200 ,0.00,17849.14,PLN,C018
PL01-2024-000141,1,2024-02-04,1200 ,10441.82,0.00,PLN,C021
PL01-2024-000141,2,2024-02-04,4000 ,0.00,9004.56,PLN,C021
PL01-2024-000141,3,2024-02-04,4100 ,0.00,1437.26,PLN,C021
PL01-2024-000142,1,2024-03-09,1000 ,10441.82,0.00,PLN,C021
PL01-2024-000142,2,2024-03-09,1200 ,0.00,10441.82,PLN,C021
PL01-2024-000143,1,2024-02-08,1200 ,6102.21,0.00,PLN,C015
PL01-2024-000143,2,2024-02-08,4000 ,0.00,5262.27,PLN,C015
PL01-2024-000143,3,2024-02-08,4100 ,0.00,839.94,PLN,C015
