invoice_id,entity,vendor_id,issue_date,paid_date,currency,amount,category
AP-DE01-202412-6200,DE01,V056,2024-12-20,2025-01-26,EUR,58799.02,opex
AP-DE01-202412-6300,DE01,V028,2024-12-15,2025-01-29,EUR,35421.48,opex
AP-DE01-202412-6400,DE01,V040,2024-12-14,2025-01-18,EUR,50812.47,opex
AP-DE01-202501-INV1,DE01,V002,2025-01-03,2025-02-04,EUR,187925.19,inventory
AP-DE01-202501-INV2,DE01,V010,2025-01-05,2025-02-17,EUR,76892.63,inventory
AP-DE01-202501-INV3,DE01,V010,2025-01-24,2025-02-24,EUR,524207.06,inventory
AP-DE01-202501-6100,DE01,V057,2025-01-12,2025-02-17,EUR,80119.64,opex
AP-DE01-202501-6200,DE01,V055,2025-01-05,2025-01-30,EUR,57539.71,opex
AP-DE01-202501-6300,DE01,V053,2025-01-06,2025-02-02,EUR,33763.51,opex
AP-DE01-202501-6400,DE01,V033,2025-01-17,2025-02-26,EUR,36272.26,opex
AP-DE01-202502-INV1,DE01,V024,2025-02-18,2025-03-23,EUR,459018.78,inventory
AP-DE01-202502-INV2,DE01,V004,2025-02-02,2025-03-06,EUR,248094.71,inventory
AP-DE01-202502-INV3,DE01,V020,2025-02-23,2025-03-21,EUR,179844.68,inventory
AP-DE01-202502-6100,DE01,V028,2025-02-08,2025-03-11,EUR,67839.17,opex
AP-DE01-202502-6200,DE01,V052,2025-02-14,2025-03-19,EUR,76767.46,opex
AP-DE01-202502-6300,DE01,V057,2025-02-07,2025-03-09,EUR,25125.4,opex
AP-DE01-202502-6400,DE01,V045,2025-02-05,2025-03-02,EUR,40123.59,opex
AP-DE01-202503-INV1,DE01,V005,2025-03-16,2025-04-15,EUR,508386.4,inventory
AP-DE01-202503-INV2,DE01,V021,2025-03-22,2025-04-28,EUR,322371.82,inventory
AP-DE01-202503-INV3,DE01,V003,2025-03-10,2025-04-10,EUR,75197.7,inventory
AP-DE01-202503-6100,DE01,V040,2025-03-18,2025-04-28,EUR,87526.81,opex
AP-DE01-202503-6200,DE01,V059,2025-03-17,2025-04-23,EUR,84447.41,opex
AP-DE01-202503-6300,DE01,V054,2025-03-12,2025-04-11,EUR,26482.58,opex
AP-DE01-202503-6400,DE01,V050,2025-03-10,2025-04-12,EUR,38460.52,opex
AP-DE01-202504-INV1,DE01,V014,2025-04-05,2025-05-15,EUR,74742.13,inventory
AP-DE01-202504-INV2,DE01,V011,2025-04-09,2025-05-08,EUR,161011.54,inventory
AP-DE01-202504-INV3,DE01,V023,2025-04-13,2025-05-12,EUR,473985.12,inventory
AP-DE01-202504-INV4,DE01,V025,2025-04-08,2025-05-04,EUR,44042.03,inventory
AP-DE01-202504-INV5,DE01,V009,2025-04-13,2025-05-10,EUR,173409.69,inventory
AP-DE01-202504-6100,DE01,V052,2025-04-06,2025-05-13,EUR,88807.1,opex
AP-DE01-202504-6200,DE01,V031,2025-04-18,2025-05-26,EUR,62220.58,opex
AP-DE01-202504-6300,DE01,V029,2025-04-02,2025-05-12,EUR,31827.03,opex
AP-DE01-202504-6400,DE01,V030,2025-04-11,2025-05-29,EUR,40809.62,opex
AP-DE01-202505-INV1,DE01,V020,2025-05-07,2025-06-14,EUR,411335.84,inventory
AP-DE01-202505-INV2,DE01,V013,2025-05-10,2025-06-15,EUR,212500.27,inventory
AP-DE01-202505-INV3,DE01,V013,2025-05-02,2025-06-05,EUR,154614.04,inventory
AP-DE01-202505-INV4,DE01,V016,2025-05-24,2025-06-15,EUR,72381.48,inventory
AP-DE01-202505-6100,DE01,V048,2025-05-04,2025-06-08,EUR,67372.34,opex
AP-DE01-202505-6200,DE01,V030,2025-05-17,2025-06-23,EUR,61109.4,opex
AP-DE01-202505-6300,DE01,V060,2025-05-13,2025-06-15,EUR,28814.09,opex
AP-DE01-202505-6400,DE01,V041,2025-05-08,2025-06-09,EUR,46497.9,opex
AP-DE01-202506-INV1,DE01,V021,2025-06-22,2025-07-20,EUR,176044.78,inventory
AP-DE01-202506-INV2,DE01,V013,2025-06-03,2025-07-02,EUR,159611.07,inventory
AP-DE01-202506-INV3,DE01,V024,2025-06-03,2025-07-04,EUR,326220.93,inventory
AP-DE01-202506-INV4,DE01,V017,2025-06-02,2025-07-12,EUR,281099.42,inventory
AP-DE01-202506-INV5,DE01,V003,2025-06-24,2025-07-30,EUR,20915.99,inventory
AP-DE01-202506-6100,DE01,V030,2025-06-14,2025-07-09,EUR,106329.88,opex
AP-DE01-202506-6200,DE01,V027,2025-06-07,2025-07-14,EUR,71549.68,opex
AP-DE01-202506-6300,DE01,V027,2025-06-09,2025-07-12,EUR,33733.77,opex
AP-DE01-202506-6400,DE01,V031,2025-06-08,2025-07-11,EUR,41919.99,opex
AP-DE01-202507-INV1,DE01,V013,2025-07-22,2025-09-01,EUR,59001.47,inventory
AP-DE01-202507-INV2,DE01,V006,2025-07-23,2025-08-30,EUR,419332.41,inventory
AP-DE01-202507-INV3,DE01,V017,2025-07-03,2025-08-15,EUR,355153.9,inventory
AP-DE01-202507-INV4,DE01,V023,2025-07-09,2025-08-10,EUR,87652.85,inventory
AP-DE01-202507-6100,DE01,V060,2025-07-13,2025-08-23,EUR,79887.21,opex
AP-DE01-202507-6200,DE01,V027,2025-07-08,2025-08-10,EUR,66018.14,opex
AP-DE01-202507-6300,DE01,V047,2025-07-09,2025-08-11,EUR,31516.73,opex
AP-DE01-202507-6400,DE01,V060,2025-07-09,2025-08-02,EUR,44654.23,opex
AP-DE01-202508-INV1,DE01,V008,2025-08-15,2025-09-17,EUR,459327.76,inventory
AP-DE01-202508-INV2,DE01,V009,2025-08-18,2025-09-20,EUR,32071.19,inventory
AP-DE01-202508-INV3,DE01,V001,2025-08-04,2025-09-11,EUR,42206.28,inventory
AP-DE01-202508-INV4,DE01,V002,2025-08-24,2025-10-06,EUR,223719.87,inventory
AP-DE01-202508-INV5,DE01,V004,2025-08-18,2025-09-26,EUR,37004.09,inventory
AP-DE01-202508-6100,DE01,V028,2025-08-04,2025-09-11,EUR,63890.71,opex
AP-DE01-202508-6200,DE01,V040,2025-08-15,2025-09-24,EUR,69128.17,opex
AP-DE01-202508-6300,DE01,V054,2025-08-03,2025-08-28,EUR,33036.84,opex
AP-DE01-202508-6400,DE01,V041,2025-08-14,2025-09-05,EUR,49132.39,opex
AP-DE01-202509-INV1,DE01,V006,2025-09-16,2025-10-11,EUR,381204.27,inventory
AP-DE01-202509-INV2,DE01,V007,2025-09-11,2025-10-15,EUR,48860.28,inventory
AP-DE01-202509-INV3,DE01,V023,2025-09-15,2025-10-24,EUR,103450.03,inventory
AP-DE01-202509-INV4,DE01,V002,2025-09-20,2025-10-21,EUR,418757.37,inventory
AP-DE01-202509-6100,DE01,V034,2025-09-01,2025-09-26,EUR,102467.47,opex
AP-DE01-202509-6200,DE01,V045,2025-09-12,2025-10-07,EUR,88395.06,opex
AP-DE01-202509-6300,DE01,V026,2025-09-18,2025-10-21,EUR,34770.68,opex
AP-DE01-202509-6400,DE01,V054,2025-09-09,2025-10-10,EUR,49399.07,opex
AP-DE01-202510-INV1,DE01,V015,2025-10-08,2025-11-10,EUR,263856.89,inventory
AP-DE01-202510-INV2,DE01,V020,2025-10-17,2025-11-21,EUR,59767.96,inventory
AP-DE01-202510-INV3,DE01,V014,2025-10-03,2025-11-05,EUR,411703.15,inventory
AP-DE01-202510-INV4,DE01,V006,2025-10-04,2025-11-07,EUR,65359.25,inventory
AP-DE01-202510-INV5,DE01,V016,2025-10-12,2025-11-13,EUR,295111.4,inventory
AP-DE01-202510-6100,DE01,V037,2025-10-13,2025-11-15,EUR,99849.54,opex
AP-DE01-202510-6200,DE01,V059,2025-10-19,2025-11-19,EUR,98781.45,opex
AP-DE01-202510-6300,DE01,V060,2025-10-15,2025-11-18,EUR,39960.61,opex
AP-DE01-202510-6400,DE01,V056,2025-10-03,2025-11-04,EUR,46537.81,opex
AP-DE01-202511-INV1,DE01,V025,2025-11-16,2025-12-26,EUR,324525.62,inventory
AP-DE01-202511-INV2,DE01,V010,2025-11-12,2025-12-26,EUR,58632.14,inventory
AP-DE01-202511-INV3,DE01,V014,2025-11-16,2025-12-12,EUR,416587.08,inventory
AP-DE01-202511-INV4,DE01,V010,2025-11-08,2025-12-20,EUR,141353.18,inventory
AP-DE01-202511-6100,DE01,V055,2025-11-17,2025-12-09,EUR,98340.04,opex
AP-DE01-202511-6200,DE01,V028,2025-11-15,2025-12-17,EUR,85048.3,opex
AP-DE01-202511-6300,DE01,V049,2025-11-18,2025-12-24,EUR,33118.42,opex
AP-DE01-202511-6400,DE01,V041,2025-11-11,2025-12-20,EUR,56982.77,opex
AP-DE01-202512-INV1,DE01,V005,2025-12-01,2026-01-03,EUR,166277.1,inventory
AP-DE01-202512-INV2,DE01,V010,2025-12-15,2026-01-14,EUR,444016.85,inventory
AP-DE01-202512-INV3,DE01,V011,2025-12-17,2026-01-16,EUR,215251.43,inventory
AP-DE01-202512-INV4,DE01,V016,2025-12-10,2026-01-21,EUR,98522.65,inventory
AP-DE01-202512-INV5,DE01,V019,2025-12-12,2026-01-18,EUR,207306.3,inventory
AP-DE01-202512-6100,DE01,V033,2025-12-10,2026-01-06,EUR,116967.46,opex
AP-DE01-202512-6200,DE01,V049,2025-12-02,2026-01-12,EUR,69161.93,opex
AP-DE01-202512-6300,DE01,V036,2025-12-14,2026-01-20,EUR,36349.98,opex
AP-DE01-202512-6400,DE01,V047,2025-12-10,2026-01-20,EUR,64214.91,opex
AP-NL01-202401-INV1,NL01,V025,2024-01-24,2024-02-25,EUR,16003.62,inventory
AP-NL01-202401-INV2,NL01,V014,2024-01-24,2024-02-25,EUR,368613.69,inventory
AP-NL01-202401-INV3,NL01,V019,2024-01-15,2024-02-16,EUR,50975.96,inventory
AP-NL01-202401-6100,NL01,V037,2024-01-10,2024-02-13,EUR,35392.62,opex
AP-NL01-202401-6200,NL01,V029,2024-01-06,2024-02-19,EUR,31117.21,opex
AP-NL01-202401-6300,NL01,V040,2024-01-01,2024-02-02,EUR,16697.38,opex
AP-NL01-202401-6400,NL01,V053,2024-01-15,2024-02-07,EUR,25838.33,opex
AP-NL01-202402-INV1,NL01,V019,2024-02-13,2024-03-19,EUR,231970.34,inventory
AP-NL01-202402-INV2,NL01,V007,2024-02-24,2024-04-09,EUR,16747.96,inventory
AP-NL01-202402-INV3,NL01,V021,2024-02-03,2024-02-29,EUR,22395.67,inventory
AP-NL01-202402-INV4,NL01,V017,2024-02-21,2024-03-19,EUR,141574.49,inventory
AP-NL01-202402-INV5,NL01,V012,2024-02-03,2024-03-02,EUR,26883.68,inventory
AP-NL01-202402-6100,NL01,V049,2024-02-19,2024-03-28,EUR,46050.56,opex
AP-NL01-202402-6200,NL01,V047,2024-02-17,2024-03-16,EUR,40066.36,opex
AP-NL01-202402-6300,NL01,V034,2024-02-05,2024-03-15,EUR,12825.8,opex
AP-NL01-202402-6400,NL01,V059,2024-02-10,2024-02-28,EUR,24136.61,opex
AP-NL01-202403-INV1,NL01,V001,2024-03-01,2024-03-25,EUR,60347.26,inventory
AP-NL01-202403-INV2,NL01,V004,2024-03-06,2024-04-02,EUR,175458.25,inventory
AP-NL01-202403-INV3,NL01,V007,2024-03-04,2024-04-03,EUR,35460.6,inventory
AP-NL01-202403-INV4,NL01,V016,2024-03-03,2024-04-05,EUR,263998.1,inventory
AP-NL01-202403-6100,NL01,V048,2024-03-05,2024-04-04,EUR,44292.48,opex
AP-NL01-202403-6200,NL01,V033,2024-03-19,2024-04-18,EUR,43438.8,opex
AP-NL01-202403-6300,NL01,V034,2024-03-01,2024-04-06,EUR,20690.65,opex
AP-NL01-202403-6400,NL01,V026,2024-03-11,2024-04-09,EUR,20809.99,opex
AP-NL01-202404-INV1,NL01,V021,2024-04-07,2024-05-05,EUR,13953.95,inventory
AP-NL01-202404-INV2,NL01,V007,2024-04-09,2024-05-11,EUR,70928.62,inventory
AP-NL01-202404-INV3,NL01,V019,2024-04-10,2024-05-17,EUR,60305.5,inventory
AP-NL01-202404-INV4,NL01,V003,2024-04-24,2024-05-14,EUR,190543.92,inventory
AP-NL01-202404-INV5,NL01,V023,2024-04-17,2024-05-21,EUR,186691.01,inventory
AP-NL01-202404-6100,NL01,V045,2024-04-09,2024-05-07,EUR,43369.15,opex
AP-NL01-202404-6200,NL01,V058,2024-04-14,2024-05-14,EUR,33940.41,opex
AP-NL01-202404-6300,NL01,V050,2024-04-15,2024-05-20,EUR,13740.01,opex
AP-NL01-202404-6400,NL01,V027,2024-04-18,2024-05-20,EUR,30182.04,opex
AP-NL01-202405-INV1,NL01,V016,2024-05-01,2024-05-31,EUR,214336.13,inventory
AP-NL01-202405-INV2,NL01,V014,2024-05-14,2024-06-21,EUR,267490.81,inventory
AP-NL01-202405-INV3,NL01,V024,2024-05-17,2024-06-20,EUR,43719.83,inventory
AP-NL01-202405-6100,NL01,V038,2024-05-17,2024-06-12,EUR,39717.09,opex
AP-NL01-202405-6200,NL01,V032,2024-05-08,2024-06-08,EUR,30823.31,opex
AP-NL01-202405-6300,NL01,V039,2024-05-09,2024-05-25,EUR,20167.62,opex
AP-NL01-202405-6400,NL01,V050,2024-05-02,2024-06-07,EUR,27866.08,opex
AP-NL01-202406-INV1,NL01,V006,2024-06-15,2024-07-10,EUR,15882.75,inventory
AP-NL01-202406-INV2,NL01,V021,2024-06-16,2024-07-14,EUR,350074.41,inventory
AP-NL01-202406-INV3,NL01,V014,2024-06-17,2024-07-21,EUR,111532.17,inventory
AP-NL01-202406-INV4,NL01,V016,2024-06-10,2024-07-06,EUR,22667.83,inventory
AP-NL01-202406-6100,NL01,V039,2024-06-07,2024-07-02,EUR,53287.82,opex
AP-NL01-202406-6200,NL01,V050,2024-06-12,2024-07-17,EUR,43273.56,opex
AP-NL01-202406-6300,NL01,V045,2024-06-19,2024-07-21,EUR,20329.26,opex
AP-NL01-202406-6400,NL01,V034,2024-06-12,2024-07-01,EUR,26233.41,opex
AP-NL01-202407-INV1,NL01,V005,2024-07-09,2024-08-01,EUR,121041.86,inventory
AP-NL01-202407-INV2,NL01,V002,2024-07-15,2024-08-16,EUR,68175.38,inventory
AP-NL01-202407-INV3,NL01,V018,2024-07-12,2024-07-31,EUR,204434.81,inventory
AP-NL01-202407-INV4,NL01,V022,2024-07-01,2024-07-31,EUR,137843.77,inventory
AP-NL01-202407-6100,NL01,V040,2024-07-09,2024-08-13,EUR,52437.28,opex
AP-NL01-202407-6200,NL01,V027,2024-07-07,2024-07-30,EUR,44263.37,opex
AP-NL01-202407-6300,NL01,V058,2024-07-04,2024-08-13,EUR,15759.7,opex
AP-NL01-202407-6400,NL01,V056,2024-07-08,2024-07-28,EUR,20846.71,opex
AP-NL01-202408-INV1,NL01,V018,2024-08-19,2024-09-11,EUR,32637.97,inventory
AP-NL01-202408-INV2,NL01,V015,2024-08-17,2024-09-11,EUR,130374.25,inventory
AP-NL01-202408-INV3,NL01,V017,2024-08-06,2024-09-05,EUR,279778.86,inventory
AP-NL01-202408-INV4,NL01,V013,2024-08-12,2024-09-10,EUR,32981.51,inventory
AP-NL01-202408-6100,NL01,V034,2024-08-05,2024-08-30,EUR,44607.88,opex
AP-NL01-202408-6200,NL01,V030,2024-08-17,2024-09-10,EUR,38368.15,opex
AP-NL01-202408-6300,NL01,V029,2024-08-17,2024-09-14,EUR,14377.2,opex
AP-NL01-202408-6400,NL01,V029,2024-08-14,2024-09-15,EUR,21788.57,opex
AP-NL01-202409-INV1,NL01,V022,2024-09-14,2024-10-12,EUR,219612.39,inventory
AP-NL01-202409-INV2,NL01,V005,2024-09-14,2024-10-18,EUR,25686.21,inventory
AP-NL01-202409-INV3,NL01,V016,2024-09-02,2024-09-30,EUR,235858.48,inventory
AP-NL01-202409-INV4,NL01,V001,2024-09-01,2024-10-03,EUR,24867.73,inventory
AP-NL01-202409-INV5,NL01,V025,2024-09-02,2024-10-06,EUR,90803.39,inventory
AP-NL01-202409-6100,NL01,V041,2024-09-13,2024-10-17,EUR,41149.38,opex
AP-NL01-202409-6200,NL01,V058,2024-09-15,2024-10-14,EUR,47638.68,opex
AP-NL01-202409-6300,NL01,V026,2024-09-07,2024-10-09,EUR,16525.22,opex
AP-NL01-202409-6400,NL01,V053,2024-09-14,2024-10-25,EUR,29071.04,opex
AP-NL01-202410-INV1,NL01,V007,2024-10-24,2024-12-01,EUR,119542.88,inventory
AP-NL01-202410-INV2,NL01,V007,2024-10-14,2024-11-09,EUR,217348.45,inventory
AP-NL01-202410-INV3,NL01,V006,2024-10-05,2024-11-03,EUR,29994.31,inventory
AP-NL01-202410-INV4,NL01,V007,2024-10-18,2024-11-07,EUR,195942.95,inventory
AP-NL01-202410-INV5,NL01,V018,2024-10-17,2024-11-21,EUR,91631.36,inventory
AP-NL01-202410-6100,NL01,V057,2024-10-01,2024-11-04,EUR,58549.2,opex
AP-NL01-202410-6200,NL01,V035,2024-10-07,2024-10-27,EUR,46752.88,opex
AP-NL01-202410-6300,NL01,V030,2024-10-05,2024-10-31,EUR,22730.46,opex
AP-NL01-202410-6400,NL01,V047,2024-10-20,2024-11-14,EUR,33348.45,opex
AP-NL01-202411-INV1,NL01,V008,2024-11-22,2024-12-17,EUR,422930.98,inventory
AP-NL01-202411-INV2,NL01,V023,2024-11-06,2024-12-07,EUR,89564.86,inventory
AP-NL01-202411-INV3,NL01,V010,2024-11-19,2024-12-16,EUR,140989.94,inventory
AP-NL01-202411-6100,NL01,V059,2024-11-06,2024-11-30,EUR,59964.18,opex
AP-NL01-202411-6200,NL01,V052,2024-11-15,2024-12-05,EUR,40080.78,opex
AP-NL01-202411-6300,NL01,V043,2024-11-02,2024-12-12,EUR,18920.96,opex
AP-NL01-202411-6400,NL01,V048,2024-11-18,2024-12-21,EUR,34848.33,opex
AP-NL01-202412-INV1,NL01,V004,2024-12-23,2025-01-16,EUR,208997.16,inventory
AP-NL01-202412-INV2,NL01,V001,2024-12-03,2025-01-04,EUR,78214.53,inventory
AP-NL01-202412-INV3,NL01,V001,2024-12-11,2025-01-06,EUR,308973.82,inventory
AP-NL01-202412-INV4,NL01,V017,2024-12-09,2025-01-08,EUR,84073.49,inventory
AP-NL01-202412-6100,NL01,V056,2024-12-04,2025-01-11,EUR,64336.04,opex
AP-NL01-202412-6200,NL01,V045,2024-12-07,2025-01-07,EUR,40994.76,opex
AP-NL01-202412-6300,NL01,V037,2024-12-18,2025-01-18,EUR,23907.66,opex
AP-NL01-202412-6400,NL01,V047,2024-12-06,2025-01-14,EUR,36535.09,opex
AP-NL01-202501-INV1,NL01,V014,2025-01-10,2025-02-10,EUR,53848.93,inventory
AP-NL01-202501-INV2,NL01,V025,2025-01-03,2025-02-04,EUR,116731.95,inventory
AP-NL01-202501-INV3,NL01,V015,2025-01-18,2025-02-13,EUR,380980.4,inventory
AP-NL01-202501-6100,NL01,V051,2025-01-08,2025-02-04,EUR,48888.91,opex
AP-NL01-202501-6200,NL01,V030,2025-01-08,2025-02-09,EUR,36467.76,opex
AP-NL01-202501-6300,NL01,V028,2025-01-05,2025-01-23,EUR,15315.03,opex
