doc_id,line_no,posting_date,account,debit,credit,currency,partner_id
NL01-2024-000030,1,2024-01-16,1200,4198.98,0.00,EUR,C034
NL01-2024-000030,2,2024-01-16,4000,0.00,3230.86,EUR,C034
NL01-2024-000030,3,2024-01-16,4100,0.00,968.12,EUR,C034
NL01-2024-000031,1,2024-03-02,1000,4198.98,0.00,EUR,C034
NL01-2024-000031,2,2024-03-02,1200,0.00,4198.98,EUR,C034
NL01-2024-000032,1,2024-01-21,1200,4680.83,0.00,EUR,C031
NL01-2024-000032,2,2024-01-21,4000,0.00,3601.62,EUR,C031
NL01-2024-000032,3,2024-01-21,4100,0.00,1079.21,EUR,C031
NL01-2024-000033,1,2024-02-12,1000,4680.83,0.00,EUR,C031
NL01-2024-000033,2,2024-02-12,1200,0.00,4680.83,EUR,C031
NL01-2024-000034,1,2024-01-13,1200,5666.75,0.00,EUR,C039
NL01-2024-000034,2,2024-01-13,4000,0.00,4360.23,EUR,C039
NL01-2024-000034,3,2024-01-13,4100,0.00,1306.52,EUR,C039
NL01-2024-000035,1,2024-02-04,1000,5666.75,0.00,EUR,C039
NL01-2024-000035,2,2024-02-04,1200,0.00,5666.75,EUR,C039
NL01-2024-000036,1,2024-01-24,1200,2830.61,0.00,EUR,C003
NL01-2024-000036,2,2024-01-24,4000,0.00,2177.99,EUR,C003
NL01-2024-000036,3,2024-01-24,4100,0.00,652.62,EUR,C003
NL01-2024-000037,1,2024-03-07,1000,2830.61,0.00,EUR,C003
NL01-2024-000037,2,2024-03-07,1200,0.00,2830.61,EUR,C003
NL01-2024-000038,1,2024-01-28,1200,6079.20,0.00,EUR,C038
NL01-2024-000038,2,2024-01-28,4000,0.00,4677.58,EUR,C038
NL01-2024-000038,3,2024-01-28,4100,0.00,1401.62,EUR,C038
NL01-2024-000039,1,2024-03-21,1000,6079.20,0.00,EUR,C038
NL01-2024-000039,2,2024-03-21,1200,0.00,6079.20,EUR,C038
NL01-2024-000040,1,2024-01-11,1200,12481.56,0.00,EUR,C020
NL01-2024-000040,2,2024-01-11,4000,0.00,9603.81,EUR,C020
NL01-2024-000040,3,2024-01-11,4100,0.00,2877.75,EUR,C020
NL01-2024-000041,1,2024-02-21,1000,12481.56,0.00,EUR,C020
NL01-2024-000041,2,2024-02-21,1200,0.00,12481.56,EUR,C020
NL01-2024-000042,1,2024-01-23,1200,4693.23,0.00,EUR,C023
NL01-2024-000042,2,2024-01-23,4000,0.00,3611.16,EUR,C023
NL01-2024-000042,3,2024-01-23,4100,0.00,1082.07,EUR,C023
NL01-2024-000043,1,2024-03-15,1000,4693.23,0.00,EUR,C023
NL01-2024-000043,2,2024-03-15,1200,0.00,4693.23,EUR,C023
NL01-2024-000044,1,2024-01-24,1200,4169.43,0.00,EUR,C024
NL01-2024-000044,2,2024-01-24,4000,0.00,3208.13,EUR,C024
NL01-2024-000044,3,2024-01-24,4100,0.00,961.30,EUR,C024
NL01-2024-000045,1,2024-02-05,1000,4169.43,0.00,EUR,C024
NL01-2024-000045,2,2024-02-05,1200,0.00,4169.43,EUR,C024
NL01-2024-000046,1,2024-01-01,1200,3801.40,0.00,EUR,C030
NL01-2024-000046,2,2024-01-01,4000,0.00,2924.95,EUR,C030
NL01-2024-000046,3,2024-01-01,4100,0.00,876.45,EUR,C030
NL01-2024-000047,1,2024-01-25,1000,3801.40,0.00,EUR,C030
NL01-2024-000047,2,2024-01-25,1200,0.00,3801.40,EUR,C030
NL01-2024-000048,1,2024-01-28,1200,10422.21,0.00,EUR,C039
NL01-2024-000048,2,2024-01-28,4000,0.00,8019.27,EUR,C039
NL01-2024-000048,3,2024-01-28,4100,0.00,2402.94,EUR,C039
NL01-2024-000049,1,2024-02-19,1000,10422.21,0.00,EUR,C039
NL01-2024-000049,2,2024-02-19,1200,0.00,10422.21,EUR,C039
NL01-2024-000050,1,2024-01-07,1200,1690.79,0.00,EUR,C018
NL01-2024-000050,2,2024-01-07,4000,0.00,1300.96,EUR,C018
NL01-2024-000050,3,2024-01-07,4100,0.00,389.83,EUR,C018
NL01-2024-000051,1,2024-02-11,1000,1690.79,0.00,EUR,C018
NL01-2024-000051,2,2024-02-11,1200,0.00,1690.79,EUR,C018
NL01-2024-000052,1,2024-01-04,1200,15912.19,0.00,EUR,C028
NL01-2024-000052,2,2024-01-04,4000,0.00,12243.48,EUR,C028
NL01-2024-000052,3,2024-01-04,4100,0.00,3668.71,EUR,C028
NL01-2024-000053,1,2024-01-28,1000,15912.19,0.00,EUR,C028
NL01-2024-000053,2,2024-01-28,1200,0.00,15912.19,EUR,C028
NL01-2024-000054,1,2024-01-05,1200,6241.31,0.00,EUR,C005
NL01-2024-000054,2,2024-01-05,4000,0.00,4802.32,EUR,C005
NL01-2024-000054,3,2024-01-05,4100,0.00,1438.99,EUR,C005
NL01-2024-000055,1,2024-02-04,1000,6241.31,0.00,EUR,C005
NL01-2024-000055,2,2024-02-04,1200,0.00,6241.31,EUR,C005
NL01-2024-000056,1,2024-01-04,1200,630.69,0.00,EUR,C001
NL01-2024-000056,2,2024-01-04,4000,0.00,485.28,EUR,C001
NL01-2024-000056,3,2024-01-04,4100,0.00,145.41,EUR,C001
NL01-2024-000057,1,2024-01-28,1000,630.69,0.00,EUR,C001
NL01-2024-000057,2,2024-01-28,1200,0.00,630.69,EUR,C001
NL01-2024-000058,1,2024-01-17,1200,6444.77,0.00,EUR,C005
NL01-2024-000058,2,2024-01-17,4000,0.00,4958.87,EUR,C005
NL01-2024-000058,3,2024-01-17,4100,0.00,1485.90,EUR,C005
NL01-2024-000059,1,2024-02-15,1000,6444.77,0.00,EUR,C005
NL01-2024-000059,2,2024-02-15,1200,0.00,6444.77,EUR,C005
NL01-2024-000060,1,2024-01-19,1200,13608.80,0.00,EUR,C002
NL01-2024-000060,2,2024-01-19,4000,0.00,10471.16,EUR,C002
NL01-2024-000060,3,2024-01-19,4100,0.00,3137.64,EUR,C002
NL01-2024-000061,1,2024-03-06,1000,13608.80,0.00,EUR,C002
NL01-2024-000061,2,2024-03-06,1200,0.00,13608.80,EUR,C002
NL01-2024-000062,1,2024-01-31,1200,3391.94,0.00,EUR,C023
NL01-2024-000062,2,2024-01-31,4000,0.00,2609.90,EUR,C023
NL01-2024-000062,3,2024-01-31,4100,0.00,782.04,EUR,C023
NL01-2024-000063,1,2024-02-27,1000,3391.94,0.00,EUR,C023
NL01-2024-000063,2,2024-02-27,1200,0.00,3391.94,EUR,C023
NL01-2024-000064,1,2024-01-06,1200,13792.10,0.00,EUR,C008
NL01-2024-000064,2,2024-01-06,4000,0.00,10612.20,EUR,C008
NL01-2024-000064,3,2024-01-06,4100,0.00,3179.90,EUR,C008
NL01-2024-000065,1,2024-02-13,1000,13792.10,0.00,EUR,C008
NL01-2024-000065,2,2024-02-13,1200,0.00,13792.10,EUR,C008
NL01-2024-000066,1,2024-01-11,1200,3034.84,0.00,EUR,C031
NL01-2024-000066,2,2024-01-11,4000,0.00,2335.13,EUR,C031
NL01-2024-000066,3,2024-01-11,4100,0.00,699.71,EUR,C031
NL01-2024-000067,1,2024-02-05,1000,3034.84,0.00,EUR,C031
NL01-2024-000067,2,2024-02-05,1200,0.00,3034.84,EUR,C031
NL01-2024-000068,1,2024-01-31,1200,13366.66,0.00,EUR,C003
NL01-2024-000068,2,2024-01-31,4000,0.00,10284.85,EUR,C003
NL01-2024-000068,3,2024-01-31,4100,0.00,3081.81,EUR,C003
NL01-2024-000069,1,2024-02-25,1000,13366.66,0.00,EUR,C003
NL01-2024-000069,2,2024-02-25,1200,0.00,13366.66,EUR,C003
NL01-2024-000070,1,2024-01-23,1200,2473.14,0.00,EUR,C023
NL01-2024-000070,2,2024-01-23,4000,0.00,1902.93,EUR,C023
NL01-2024-000070,3,2024-01-23,4100,0.00,570.21,EUR,C023
NL01-2024-000071,1,2024-02-24,1000,2473.14,0.00,EUR,C023
NL01-2024-000071,2,2024-02-24,1200,0.00,2473.14,EUR,C023
NL01-2024-000072,1,2024-01-17,1200,4855.61,0.00,EUR,C023
NL01-2024-000072,2,2024-01-17,4000,0.00,3736.10,EUR,C023
NL01-2024-000072,3,2024-01-17,4100,0.00,1119.51,EUR,C023
NL01-2024-000073,1,2024-02-15,1000,4855.61,0.00,EUR,C023
NL01-2024-000073,2,2024-02-15,1200,0.00,4855.61,EUR,C023
NL01-2024-000074,1,2024-01-31,1200,8727.67,0.00,EUR,C032
NL01-2024-000074,2,2024-01-31,4000,0.00,6715.42,EUR,C032
NL01-2024-000074,3,2024-01-31,4100,0.00,2012.25,EUR,C032
NL01-2024-000075,1,2024-03-25,1000,8727.67,0.00,EUR,C032
NL01-2024-000075,2,2024-03-25,1200,0.00,8727.67,EUR,C032
NL01-2024-000076,1,2024-01-17,1200,6075.58,0.00,EUR,C005
NL01-2024-000076,2,2024-01-17,4000,0.00,4674.80,EUR,C005
NL01-2024-000076,3,2024-01-17,4100,0.00,1400.78,EUR,C005
NL01-2024-000077,1,2024-02-17,1000,6075.58,0.00,EUR,C005
NL01-2024-000077,2,2024-02-17,1200,0.00,6075.58,EUR,C005
NL01-2024-000078,1,2024-01-15,1200,9218.08,0.00,EUR,C021
NL01-2024-000078,2,2024-01-15,4000,0.00,7092.76,EUR,C021
NL01-2024-000078,3,2024-01-15,4100,0.00,2125.32,EUR,C021
NL01-2024-000079,1,2024-02-20,1000,9218.08,0.00,EUR,C021
NL01-2024-000079,2,2024-02-20,1200,0.00,9218.08,EUR,C021
NL01-2024-000080,1,2024-01-25,1200,21411.82,0.00,EUR,C033
NL01-2024-000080,2,2024-01-25,4000,0.00,16475.12,EUR,C033
NL01-2024-000080,3,2024-01-25,4100,0.00,4936.70,EUR,C033
NL01-2024-000081,1,2024-02-11,1000,21411.82,0.00,EUR,C033
NL01-2024-000081,2,2024-02-11,1200,0.00,21411.82,EUR,C033
NL01-2024-000082,1,2024-01-27,1200,7623.28,0.00,EUR,C016
NL01-2024-000082,2,2024-01-27,4000,0.00,5865.66,EUR,C016
NL01-2024-000082,3,2024-01-27,4100,0.00,1757.62,EUR,C016
NL01-2024-000083,1,2024-02-23,1000,7623.28,0.00,EUR,C016
NL01-2024-000083,2,2024-02-23,1200,0.00,7623.28,EUR,C016
NL01-2024-000084,1,2024-01-27,1200,20525.21,0.00,EUR,C031
NL01-2024-000084,2,2024-01-27,4000,0.00,15792.92,EUR,C031
NL01-2024-000084,3,2024-01-27,4100,0.00,4732.29,EUR,C031
NL01-2024-000085,1,2024-03-25,1000,20525.21,0.00,EUR,C031
NL01-2024-000085,2,2024-03-25,1200,0.00,20525.21,EUR,C031
NL01-2024-000086,1,2024-01-06,1200,7612.93,0.00,EUR,C033
NL01-2024-000086,2,2024-01-06,4000,0.00,5857.69,EUR,C033
NL01-2024-000086,3,2024-01-06,4100,0.00,1755.24,EUR,C033
NL01-2024-000087,1,2024-01-24,1000,7612.93,0.00,EUR,C033
NL01-2024-000087,2,2024-01-24,1200,0.00,7612.93,EUR,C033
NL01-2024-000088,1,2024-01-27,1200,5491.56,0.00,EUR,C020
NL01-2024-000088,2,2024-01-27,4000,0.00,4225.43,EUR,C020
NL01-2024-000088,3,2024-01-27,4100,0.00,1266.13,EUR,C020
NL01-2024-000089,1,2024-02-23,1000,5491.56,0.00,EUR,C020
NL01-2024-000089,2,2024-02-23,1200,0.00,5491.56,EUR,C020
NL01-2024-000090,1,2024-01-09,1200,19297.98,0.00,EUR,C024
NL01-2024-000090,2,2024-01-09,4000,0.00,14848.64,EUR,C024
NL01-2024-000090,3,2024-01-09,4100,0.00,4449.34,EUR,C024
NL01-2024-000091,1,2024-02-10,1000,19297.98,0.00,EUR,C024
NL01-2024-000091,2,2024-02-10,1200,0.00,19297.98,EUR,C024
NL01-2024-000092,1,2024-01-12,1200,4799.19,0.00,EUR,C039
NL01-2024-000092,2,2024-01-12,4000,0.00,3692.69,EUR,C039
NL01-2024-000092,3,2024-01-12,4100,0.00,1106.50,EUR,C039
NL01-2024-000093,1,2024-02-10,1000,4799.19,0.00,EUR,C039
NL01-2024-000093,2,2024-02-10,1200,0.00,4799.19,EUR,C039
NL01-2024-000094,1,2024-01-21,1200,2254.92,0.00,EUR,C017
NL01-2024-000094,2,2024-01-21,4000,0.00,1735.03,EUR,C017
NL01-2024-000094,3,2024-01-21,4100,0.00,519.89,EUR,C017
NL01-2024-000095,1,2024-03-19,1000,2254.92,0.00,EUR,C017
NL01-2024-000095,2,2024-03-19,1200,0.00,2254.92,EUR,C017
NL01-2024-000096,1,2024-01-02,1200,46258.01,0.00,EUR,C014
NL01-2024-000096,2,2024-01-02,4000,0.00,35592.77,EUR,C014
NL01-2024-000096,3,2024-01-02,4100,0.00,10665.24,EUR,C014
NL01-2024-000097,1,2024-03-02,1000,46258.01,0.00,EUR,C014
NL01-2024-000097,2,2024-03-02,1200,0.00,46258.01,EUR,C014
NL01-2024-000098,1,2024-01-01,1200,7308.35,0.00,EUR,C027
NL01-2024-000098,2,2024-01-01,4000,0.00,5623.34,EUR,C027
NL01-2024-000098,3,2024-01-01,4100,0.00,1685.01,EUR,C027
NL01-2024-000099,1,2024-02-21,1000,7308.35,0.00,EUR,C027
NL01-2024-000099,2,2024-02-21,1200,0.00,7308.35,EUR,C027
NL01-2024-000100,1,2024-01-30,1200,51116.94,0.00,EUR,C014
NL01-2024-000100,2,2024-01-30,4000,0.00,39331.43,EUR,C014
NL01-2024-000100,3,2024-01-30,4100,0.00,11785.51,EUR,C014
NL01-2024-000101,1,2024-03-14,1000,51116.94,0.00,EUR,C014
NL01-2024-000101,2,2024-03-14,1200,0.00,51116.94,EUR,C014
NL01-2024-000102,1,2024-01-12,1200,2663.40,0.00,EUR,C037
NL01-2024-000102,2,2024-01-12,4000,0.00,2049.33,EUR,C037
NL01-2024-000102,3,2024-01-12,4100,0.00,614.07,EUR,C037
NL01-2024-000103,1,2024-02-14,1000,2663.40,0.00,EUR,C037
NL01-2024-000103,2,2024-02-14,1200,0.00,2663.40,EUR,C037
NL01-2024-000104,1,2024-01-12,1200,17434.83,0.00,EUR,C003
NL01-2024-000104,2,2024-01-12,4000,0.00,13415.06,EUR,C003
NL01-2024-000104,3,2024-01-12,4100,0.00,4019.77,EUR,C003
NL01-2024-000105,1,2024-02-15,1000,17434.83,0.00,EUR,C003
NL01-2024-000105,2,2024-02-15,1200,0.00,17434.83,EUR,C003
NL01-2024-000106,1,2024-01-26,1200,8159.78,0.00,EUR,C020
NL01-2024-000106,2,2024-01-26,4000,0.00,6278.46,EUR,C020
NL01-2024-000106,3,2024-01-26,4100,0.00,1881.32,EUR,C020
NL01-2024-000107,1,2024-03-02,1000,8159.78,0.00,EUR,C020
NL01-2024-000107,2,2024-03-02,1200,0.00,8159.78,EUR,C020
NL01-2024-000108,1,2024-01-20,1200,59477.56,0.00,EUR,C022
NL01-2024-000108,2,2024-01-20,4000,0.00,45764.43,EUR,C022
NL01-2024-000108,3,2024-01-20,4100,0.00,13713.13,EUR,C022
NL01-2024-000109,1,2024-02-11,1000,59477.56,0.00,EUR,C022
NL01-2024-000109,2,2024-02-11,1200,0.00,59477.56,EUR,C022
NL01-2024-000110,1,2024-01-25,1200,3163.36,0.00,EUR,C022
NL01-2024-000110,2,2024-01-25,4000,0.00,2434.02,EUR,C022
NL01-2024-000110,3,2024-01-25,4100,0.00,729.34,EUR,C022
NL01-2024-000111,1,2024-02-28,1000,3163.36,0.00,EUR,C022
NL01-2024-000111,2,2024-02-28,1200,0.00,3163.36,EUR,C022
NL01-2024-000112,1,2024-01-26,1200,6389.45,0.00,EUR,C031
NL01-2024-000112,2,2024-01-26,4000,0.00,4916.30,EUR,C031
NL01-2024-000112,3,2024-01-26,4100,0.00,1473.15,EUR,C031
NL01-2024-000113,1,2024-02-20,1000,6389.45,0.00,EUR,C031
NL01-2024-000113,2,2024-02-20,1200,0.00,6389.45,EUR,C031
NL01-2024-000114,1,2024-01-05,1200,64305.49,0.00,EUR,C021
NL01-2024-000114,2,2024-01-05,4000,0.00,49479.23,EUR,C021
NL01-2024-000114,3,2024-01-05,4100,0.00,14826.26,EUR,C021
NL01-2024-000115,1,2024-02-26,1000,64305.49,0.00,EUR,C021
NL01-2024-000115,2,2024-02-26,1200,0.00,64305.49,EUR,C021
NL01-2024-000116,1,2024-01-17,1200,14189.53,0.00,EUR,C016
NL01-2024-000116,2,2024-01-17,4000,0.00,10918.00,EUR,C016
NL01-2024-000116,3,2024-01-17,4100,0.00,3271.53,EUR,C016
NL01-2024-000117,1,2024-02-10,1000,14189.53,0.00,EUR,C016
NL01-2024-000117,2,2024-02-10,1200,0.00,14189.53,EUR,C016
NL01-2024-000118,1,2024-01-17,1200,4079.81,0.00,EUR,C001
NL01-2024-000118,2,2024-01-17,4000,0.00,3139.17,EUR,C001
NL01-2024-000118,3,2024-01-17,4100,0.00,940.64,EUR,C001
NL01-2024-000119,1,2024-03-15,1000,4079.81,0.00,EUR,C001
NL01-2024-000119,2,2024-03-15,1200,0.00,4079.81,EUR,C001
NL01-2024-000120,1,2024-01-20,1200,13060.61,0.00,EUR,C007
NL01-2024-000120,2,2024-01-20,4000,0.00,10049.36,EUR,C007
NL01-2024-000120,3,2024-01-20,4100,0.00,3011.25,EUR,C007
NL01-2024-000121,1,2024-02-18,1000,13060.61,0.00,EUR,C007
NL01-2024-000121,2,2024-02-18,1200,0.00,13060.61,EUR,C007
NL01-2024-000122,1,2024-01-20,1200,4024.57,0.00,EUR,C019
NL01-2024-000122,2,2024-01-20,4000,0.00,3096.67,EUR,C019
NL01-2024-000122,3,2024-01-20,4100,0.00,927.90,EUR,C019
NL01-2024-000123,1,2024-02-16,1000,4024.57,0.00,EUR,C019
NL01-2024-000123,2,2024-02-16,1200,0.00,4024.57,EUR,C019
NL01-2024-000124,1,2024-01-16,1200,21923.73,0.00,EUR,C002
NL01-2024-000124,2,2024-01-16,4000,0.00,16869.00,EUR,C002
NL01-2024-000124,3,2024-01-16,4100,0.00,5054.73,EUR,C002
NL01-2024-000125,1,2024-02-18,1000,21923.73,0.00,EUR,C002
NL01-2024-000125,2,2024-02-18,1200,0.00,21923.73,EUR,C002
NL01-2024-000126,1,2024-01-09,1200,4746.59,0.00,EUR,C024
NL01-2024-000126,2,2024-01-09,4000,0.00,3652.22,EUR,C024
NL01-2024-000126,3,2024-01-09,4100,0.00,1094.37,EUR,C024
NL01-2024-000127,1,2024-01-29,1000,4746.59,0.00,EUR,C024
NL01-2024-000127,2,2024-01-29,1200,0.00,4746.59,EUR,C024
NL01-2024-000128,1,2024-01-06,1200,10445.84,0.00,EUR,C015
NL01-2024-000128,2,2024-01-06,4000,0.00,8037.45,EUR,C015
NL01-2024-000128,3,2024-01-06,4100,0.00,2408.39,EUR,C015
NL01-2024-000129,1,2024-01-23,1000,10445.84,0.00,EUR,C015
NL01-2024-000129,2,2024-01-23,1200,0.00,10445.84,EUR,C015
NL01-2024-000130,1,2024-01-31,1200,11923.35,0.00,EUR,C001
NL01-2024-000130,2,2024-01-31,4000,0.00,9174.31,EUR,C001
NL01-2024-000130,3,2024-01-31,4100,0.00,2749.04,EUR,C001
NL01-2024-000131,1,2024-02-28,1000,11923.35,0.00,EUR,C001
NL01-2024-000131,2,2024-02-28,1200,0.00,11923.35,EUR,C001
NL01-2024-000132,1,2024-01-03,1200,71275.60,0.00,EUR,C026
NL01-2024-000132,2,2024-01-03,4000,0.00,54842.32,EUR,C026
NL01-2024-000132,3,2024-01-03,4100,0.00,16433.28,EUR,C026
NL01-2024-000133,1,2024-03-01,1000,71275.60,0.00,EUR,C026
NL01-2024-000133,2,2024-03-01,1200,0.00,71275.60,EUR,C026
NL01-2024-000134,1,2024-01-24,1200,27318.27,0.00,EUR,C024
NL01-2024-000134,2,2024-01-24,4000,0.00,21019.78,EUR,C024
NL01-2024-000134,3,2024-01-24,4100,0.00,6298.49,EUR,C024
NL01-2024-000135,1,2024-03-01,1000,27318.27,0.00,EUR,C024
NL01-2024-000135,2,2024-03-01,1200,0.00,27318.27,EUR,C024
NL01-2024-000136,1,2024-01-07,1200,3685.86,0.00,EUR,C022
NL01-2024-000136,2,2024-01-07,4000,0.00,2836.05,EUR,C022
NL01-2024-000136,3,2024-01-07,4100,0.00,849.81,EUR,C022
NL01-2024-000137,1,2024-02-06,1000,3685.86,0.00,EUR,C022
NL01-2024-000137,2,2024-02-06,1200,0.00,3685.86,EUR,C022
NL01-2024-000138,1,2024-01-23,1200,27882.40,0.00,EUR,C024
NL01-2024-000138,2,2024-01-23,4000,0.00,21453.84,EUR,C024
NL01-2024-000138,3,2024-01-23,4100,0.00,6428.56,EUR,C024
NL01-2024-000139,1,2024-02-09,1000,27882.40,0.00,EUR,C024
NL01-2024-000139,2,2024-02-09,1200,0.00,27882.40,EUR,C024
NL01-2024-000140,1,2024-01-08,1200,2210.53,0.00,EUR,C022
NL01-2024-000140,2,2024-01-08,4000,0.00,1700.87,EUR,C022
NL01-2024-000140,3,2024-01-08,4100,0.00,509.66,EUR,C022
NL01-2024-000141,1,2024-02-19,1000,2210.53,0.00,EUR,C022
NL01-2024-000141,2,2024-02-19,1200,0.00,2210.53,EUR,C022
NL01-2024-000142,1,2024-01-16,1200,12639.46,0.00,EUR,C016
NL01-2024-000142,2,2024-01-16,4000,0.00,9725.31,EUR,C016
NL01-2024-000142,3,2024-01-16,4100,0.00,2914.15,EUR,C016
NL01-2024-000143,1,2024-03-08,1000,12639.46,0.00,EUR,C016
NL01-2024-000143,2,2024-03-08,1200,0.00,12639.46,EUR,C016
NL01-2024-000144,1,2024-01-17,1200,7057.46,0.00,EUR,C002
NL01-2024-000144,2,2024-01-17,4000,0.00,5430.29,EUR,C002
NL01-2024-000144,3,2024-01-17,4100,0.00,1627.17,EUR,C002
NL01-2024-000145,1,2024-02-14,1000,7057.46,0.00,EUR,C002
NL01-2024-000145,2,2024-02-14,1200,0.00,7057.46,EUR,C002
NL01-2024-000146,1,2024-01-24,1200,39555.22,0.00,EUR,C033
NL01-2024-000146,2,2024-01-24,4000,0.00,30435.38,EUR,C033
NL01-2024-000146,3,2024-01-24,4100,0.00,9119.84,EUR,C033
